"","t","h_ft","v_ft_s","cp_ug_l","t_f","trb_fnu","do_mg_l"
"15065",2023-10-30 21:15:00,5.43,0.01,5.69,59.6,19.89,7.7
"15066",2023-10-30 21:30:00,5.31,0.06,7.09,59.5,21.08,7.7
"15067",2023-10-30 21:45:00,5.2,0.08,6.06,59.5,19.89,7.8
"15068",2023-10-30 22:00:00,5.04,0.09,6.3,59.4,19.44,7.8
"15069",2023-10-30 22:15:00,4.92,0.09,7.18,59.4,20.81,7.8
"15070",2023-10-30 22:30:00,4.78,0.1,7.02,59.3,19.99,7.8
"15071",2023-10-30 22:45:00,4.65,0.1,6.76,59.3,21.09,7.7
"15072",2023-10-30 23:00:00,4.52,0.11,7.06,59.3,19.34,7.7
"15073",2023-10-30 23:15:00,4.39,0.1,7.4,59.3,20.74,7.7
"15074",2023-10-30 23:30:00,4.26,0.1,6.43,59.3,21.01,7.7
"15075",2023-10-30 23:45:00,4.13,0.11,7.67,59.2,20.84,7.7
"15076",2023-10-31,3.99,0.12,6.94,59.2,21.23,7.7
"15077",2023-10-31 00:15:00,3.86,0.13,6.54,59.1,21.64,7.7
"15078",2023-10-31 00:30:00,3.72,0.11,5.74,59.1,21.78,7.8
"15079",2023-10-31 00:45:00,3.58,0.12,6.19,59.1,22.52,7.8
"15080",2023-10-31 01:00:00,3.43,0.12,6.49,59,21.1,7.6
"15081",2023-10-31 01:15:00,3.27,0.14,5.52,59,22.9,7.8
"15082",2023-10-31 01:30:00,3.11,0.12,6.25,59,22.96,7.8
"15083",2023-10-31 01:45:00,2.97,0.12,6.86,58.9,23.73,7.8
"15084",2023-10-31 02:00:00,2.81,0.13,6.4,58.9,24.96,7.8
"15085",2023-10-31 02:15:00,2.66,0.13,7.34,58.9,24.52,7.8
"15086",2023-10-31 02:30:00,2.51,0.13,11.73,58.9,23.53,7.6
"15087",2023-10-31 02:45:00,2.38,0.13,5.91,58.8,24.97,7.8
"15088",2023-10-31 03:00:00,2.27,0.14,6.53,58.8,26.82,7.5
"15089",2023-10-31 03:15:00,2.24,0.12,5.98,58.7,26.04,7.6
"15090",2023-10-31 03:30:00,2.4,0.07,6.75,58.7,25.68,7.6
"15091",2023-10-31 03:45:00,2.78,0.06,6.09,58.6,24.04,7.6
"15092",2023-10-31 04:00:00,3.04,0.06,6.41,58.6,24.01,7.7
"15093",2023-10-31 04:15:00,3.23,0.05,5.46,58.6,26,7.7
"15094",2023-10-31 04:30:00,3.39,0.05,5.96,58.5,23.33,7.7
"15095",2023-10-31 04:45:00,3.55,0.03,5.04,58.5,24,7.7
"15096",2023-10-31 05:00:00,3.7,0.03,6.64,58.4,23.27,7.8
"15097",2023-10-31 05:15:00,3.84,0.04,6.23,58.4,23.37,7.8
"15098",2023-10-31 05:30:00,3.99,0.05,6.79,58.4,22.54,7.8
"15099",2023-10-31 05:45:00,4.12,0.03,5.72,58.4,24.19,7.7
"15100",2023-10-31 06:00:00,4.26,0.03,6.81,58.4,20.64,7.7
"15101",2023-10-31 06:15:00,4.4,0.04,5.4,58.3,22.9,7.6
"15102",2023-10-31 06:30:00,4.52,0.03,6.11,58.3,24.05,7.6
"15103",2023-10-31 06:45:00,4.67,0.01,5.47,58.2,23,7.6
"15104",2023-10-31 07:00:00,4.8,0,6.7,58.1,22.28,7.6
"15105",2023-10-31 07:15:00,4.93,-0.06,6.74,58.1,23.19,7.7
"15106",2023-10-31 07:30:00,5.06,-0.1,6.67,58.2,25.2,7.8
"15107",2023-10-31 07:45:00,5.19,-0.13,6.87,58.2,28.85,7.7
"15108",2023-10-31 08:00:00,5.3,-0.16,7.15,58.1,28.15,7.7
"15109",2023-10-31 08:15:00,5.41,-0.19,6.63,58.1,28.73,7.6
"15110",2023-10-31 08:30:00,5.5,-0.2,6.63,58.1,30.83,7.6
"15111",2023-10-31 08:45:00,5.58,-0.24,6.51,58,28.92,7.6
"15112",2023-10-31 09:00:00,5.62,-0.26,6.46,58,29.91,7.6
"15113",2023-10-31 09:15:00,5.63,-0.25,6.39,58,29.92,7.5
"15114",2023-10-31 09:30:00,5.59,-0.22,6.91,57.9,29.87,7.5
"15115",2023-10-31 09:45:00,5.48,-0.16,6.63,58,27.27,7.5
"15116",2023-10-31 10:00:00,5.32,-0.09,6.26,58,27.86,7.6
"15117",2023-10-31 10:15:00,5.15,-0.07,6.76,58.1,25.88,7.5
"15118",2023-10-31 10:30:00,4.99,-0.04,7.21,58.1,26.04,7.4
"15119",2023-10-31 10:45:00,4.86,0.05,7.21,58.1,25.62,7.5
"15120",2023-10-31 11:00:00,4.73,0,7.28,58.2,27.1,7.6
"15121",2023-10-31 11:15:00,4.61,0.02,6.85,58.3,25.88,7.6
"15122",2023-10-31 11:30:00,4.49,0.02,6.81,58.4,25.93,7.6
"15123",2023-10-31 11:45:00,4.39,0.05,6.74,58.4,27.02,7.6
"15124",2023-10-31 12:00:00,4.28,0.06,6.73,58.5,30.04,7.5
"15125",2023-10-31 12:15:00,4.18,0.03,5.42,58.5,27.04,7.5
"15126",2023-10-31 12:30:00,4.07,0.05,6.35,58.6,27.86,7.4
"15127",2023-10-31 12:45:00,3.97,0.03,4.82,58.6,26.85,7.4
"15128",2023-10-31 13:00:00,3.87,0.05,6.04,58.8,29.36,7.4
"15129",2023-10-31 13:15:00,3.79,0.06,6.61,58.8,31.59,7.3
"15130",2023-10-31 13:30:00,3.71,0.05,6.16,58.8,36.4,7.3
"15131",2023-10-31 13:45:00,3.66,0.04,6.93,58.9,31.57,7.4
"15132",2023-10-31 14:00:00,3.67,0.03,6.29,59,31.67,7.3
"15133",2023-10-31 14:15:00,3.77,0.03,6.92,59.1,37.71,7.4
"15134",2023-10-31 14:30:00,3.99,0,6.41,59,31.36,7.3
"15135",2023-10-31 14:45:00,4.23,-0.01,7.27,59,33.27,7.3
"15136",2023-10-31 15:00:00,4.43,-0.03,6.96,59,30.75,7.4
"15137",2023-10-31 15:15:00,4.61,-0.02,6,59,32.86,7.3
"15138",2023-10-31 15:30:00,4.77,-0.04,6.96,59.1,34.28,7.4
"15139",2023-10-31 15:45:00,4.92,-0.08,7.81,59,36.85,7.4
"15140",2023-10-31 16:00:00,5.05,-0.15,7.22,59,39.57,7.4
"15141",2023-10-31 16:15:00,5.21,-0.19,6.97,59,38.13,7.4
"15142",2023-10-31 16:30:00,5.37,-0.2,7.03,59,36.51,7.4
"15143",2023-10-31 16:45:00,5.51,-0.22,7.02,59.1,36.92,7.4
"15144",2023-10-31 17:00:00,5.66,-0.23,7.16,59.1,38.02,7.4
"15145",2023-10-31 17:15:00,5.8,-0.26,7.11,59.1,38.6,7.4
"15146",2023-10-31 17:30:00,5.94,-0.27,7.45,59.2,42.67,7.5
"15147",2023-10-31 17:45:00,6.07,-0.3,7.05,59.3,41.39,7.5
"15148",2023-10-31 18:00:00,6.2,-0.32,6.92,59.3,34.98,7.5
"15149",2023-10-31 18:15:00,6.31,-0.36,6.71,59.3,33.76,7.6
"15150",2023-10-31 18:30:00,6.41,-0.38,6.82,59.3,33.13,7.6
"15151",2023-10-31 18:45:00,6.49,-0.4,6.42,59.3,29.42,7.6
"15152",2023-10-31 19:00:00,6.57,-0.42,20.84,59.3,28.46,7.7
"15153",2023-10-31 19:15:00,6.63,-0.47,6.26,59.3,27.12,7.7
"15154",2023-10-31 19:30:00,6.66,-0.49,6.29,59.1,25.37,7.8
"15155",2023-10-31 19:45:00,6.64,-0.47,6.24,59,23.66,7.8
"15156",2023-10-31 20:00:00,6.57,-0.43,5.93,59,20.78,7.8
"15157",2023-10-31 20:15:00,6.46,-0.35,5.85,59,21.57,7.8
"15158",2023-10-31 20:30:00,6.29,-0.27,5.92,59,22.67,7.8
"15159",2023-10-31 20:45:00,6.13,-0.21,5.85,58.9,19.75,7.8
"15160",2023-10-31 21:00:00,5.97,-0.13,5.82,58.9,19.5,7.8
"15161",2023-10-31 21:15:00,5.83,-0.08,4.75,58.9,18.67,7.9
"15162",2023-10-31 21:30:00,5.7,-0.03,4.88,58.9,17.64,7.8
"15163",2023-10-31 21:45:00,5.6,0.04,5.55,58.9,18.1,7.7
"15164",2023-10-31 22:00:00,5.48,0.09,5.9,58.9,18.36,7.8
"15165",2023-10-31 22:15:00,5.35,0.1,6.04,58.8,17.71,7.8
"15166",2023-10-31 22:30:00,5.22,0.1,5.66,58.7,17.61,7.8
"15167",2023-10-31 22:45:00,5.09,0.11,6.17,58.7,17.87,7.8
"15168",2023-10-31 23:00:00,4.96,0.13,5.72,58.7,17.22,7.7
"15169",2023-10-31 23:15:00,4.84,0.15,5.52,58.7,18.14,7.6
"15170",2023-10-31 23:30:00,4.7,0.11,5.1,58.7,18.98,7.5
"15171",2023-10-31 23:45:00,4.56,0.16,5.97,58.6,18.71,7.6
"15172",2023-11-01,4.42,NA,NA,NA,NA,NA
"15173",2023-11-01 00:15:00,4.29,NA,NA,NA,NA,NA
"15174",2023-11-01 00:30:00,4.16,NA,NA,NA,NA,NA
"15175",2023-11-01 00:45:00,4.02,0.16,5.62,58.5,20.67,7.6
"15176",2023-11-01 01:00:00,3.89,0.14,6.97,58.5,22.24,7.7
"15177",2023-11-01 01:15:00,3.75,0.16,5.28,58.4,19.7,7.7
"15178",2023-11-01 01:30:00,3.61,0.16,5.97,58.4,21.41,7.7
"15179",2023-11-01 01:45:00,3.46,0.15,6.19,58.4,21.91,7.8
"15180",2023-11-01 02:00:00,3.31,0.14,6.21,58.4,21.46,7.8
"15181",2023-11-01 02:15:00,3.15,0.15,6.11,58.3,22.84,7.8
"15182",2023-11-01 02:30:00,3,0.16,5.06,58.3,21.09,7.8
"15183",2023-11-01 02:45:00,2.84,0.16,6.42,58.3,22.08,7.8
"15184",2023-11-01 03:00:00,2.68,0.15,6.28,58.3,23.28,7.8
"15185",2023-11-01 03:15:00,2.52,0.14,5.89,58.2,22.8,7.8
"15186",2023-11-01 03:30:00,2.39,0.14,6.28,58.2,22.32,7.8
"15187",2023-11-01 03:45:00,2.28,0.16,6.21,58.2,22.41,7.8
"15188",2023-11-01 04:00:00,2.22,0.12,5.7,58.1,23.01,7.6
"15189",2023-11-01 04:15:00,2.31,0.08,4.96,58,21.79,7.6
"15190",2023-11-01 04:30:00,2.68,0.07,6.11,58,22.85,7.6
"15191",2023-11-01 04:45:00,2.97,0.07,5.57,58,24.14,7.7
"15192",2023-11-01 05:00:00,3.17,0.07,5.49,58,22.85,7.8
"15193",2023-11-01 05:15:00,3.34,0.09,6.01,58,24.52,7.8
"15194",2023-11-01 05:30:00,3.5,0.05,5.81,58,24.76,7.8
"15195",2023-11-01 05:45:00,3.65,0.05,5.09,57.9,23.73,7.7
"15196",2023-11-01 06:00:00,3.8,0.04,5.61,57.9,23.7,7.7
"15197",2023-11-01 06:15:00,3.94,0.04,5.86,57.9,24.55,7.7
"15198",2023-11-01 06:30:00,4.07,0.04,6.34,57.8,25.95,7.7
"15199",2023-11-01 06:45:00,4.2,0.04,5.75,57.8,24.36,7.6
"15200",2023-11-01 07:00:00,4.34,0.06,5.67,57.8,24.27,7.6
"15201",2023-11-01 07:15:00,4.48,0.04,5.93,57.8,24.6,7.6
"15202",2023-11-01 07:30:00,4.61,0.01,5.99,57.8,23.82,7.6
"15203",2023-11-01 07:45:00,4.76,0,5.5,57.8,25.01,7.6
"15204",2023-11-01 08:00:00,4.89,-0.03,6.14,57.7,26.34,7.6
"15205",2023-11-01 08:15:00,5.02,-0.06,6.4,57.7,24.42,7.5
"15206",2023-11-01 08:30:00,5.14,-0.11,6.14,57.7,26.42,7.6
"15207",2023-11-01 08:45:00,5.27,-0.16,5.96,57.7,26.14,7.7
"15208",2023-11-01 09:00:00,5.36,-0.18,5.84,57.7,26.85,7.7
"15209",2023-11-01 09:15:00,5.46,-0.19,5.98,57.7,26.34,7.7
"15210",2023-11-01 09:30:00,5.54,-0.22,5.93,57.7,28.23,7.6
"15211",2023-11-01 09:45:00,5.61,-0.23,5.83,57.7,25.95,7.6
"15212",2023-11-01 10:00:00,5.66,-0.23,5.78,57.7,26.9,7.6
"15213",2023-11-01 10:15:00,5.67,-0.21,5.69,57.8,24.28,7.6
"15214",2023-11-01 10:30:00,5.64,-0.2,5.86,57.8,24.76,7.6
"15215",2023-11-01 10:45:00,5.54,-0.17,5.28,57.7,23.6,7.5
"15216",2023-11-01 11:00:00,5.39,-0.12,5.21,57.7,22.96,7.4
"15217",2023-11-01 11:15:00,5.24,-0.09,5.56,57.7,22.73,7.4
"15218",2023-11-01 11:30:00,5.09,-0.04,5.13,57.7,22.34,7.3
"15219",2023-11-01 11:45:00,4.96,0,5.21,57.8,21.61,7.4
"15220",2023-11-01 12:00:00,4.83,0.03,4.7,57.8,22.32,7.3
"15221",2023-11-01 12:15:00,4.71,0.02,4.53,57.9,23.15,7.3
"15222",2023-11-01 12:30:00,4.59,0.04,5.12,57.9,23.36,7.2
"15223",2023-11-01 12:45:00,4.48,0.04,5.3,58,23.65,7.4
"15224",2023-11-01 13:00:00,4.38,0.05,4.51,58,22.51,7.3
"15225",2023-11-01 13:15:00,4.29,0.06,4.64,58,20.91,7.1
"15226",2023-11-01 13:30:00,4.22,0.06,4.87,58.2,30.41,7.3
"15227",2023-11-01 13:45:00,4.14,0.04,5.13,58.3,25.08,7.3
"15228",2023-11-01 14:00:00,4.07,0.05,4.46,58.3,23.14,7.3
"15229",2023-11-01 14:15:00,4.02,0.05,4.39,58.3,21.74,7.3
"15230",2023-11-01 14:30:00,4,0.03,4.78,58.4,20.66,7.3
"15231",2023-11-01 14:45:00,4.04,0.02,5.84,58.5,23.28,7.3
"15232",2023-11-01 15:00:00,4.18,0.02,7.07,58.6,25.18,7.4
"15233",2023-11-01 15:15:00,4.38,0,5.76,58.6,33.09,7.3
"15234",2023-11-01 15:30:00,4.59,0,5.79,58.5,28.3,7.2
"15235",2023-11-01 15:45:00,4.78,0,4.91,58.4,24.67,7.2
"15236",2023-11-01 16:00:00,4.92,-0.03,5.82,58.3,24.62,7.2
"15237",2023-11-01 16:15:00,5.06,-0.07,5.8,58.2,24.61,7.3
"15238",2023-11-01 16:30:00,5.2,-0.13,6.06,58.3,31.92,7.4
"15239",2023-11-01 16:45:00,5.34,-0.16,5.8,58.3,32.83,7.4
"15240",2023-11-01 17:00:00,5.48,-0.17,5.77,58.2,27.97,7.3
"15241",2023-11-01 17:15:00,5.61,-0.18,6.02,58.2,26.33,7.4
"15242",2023-11-01 17:30:00,5.74,-0.2,6.24,58.9,23.16,7.8
"15243",2023-11-01 17:45:00,5.86,-0.25,6.23,58.9,21.5,7.8
"15244",2023-11-01 18:00:00,5.99,-0.27,6.15,58.8,22.66,7.8
"15245",2023-11-01 18:15:00,6.11,-0.27,7.36,58.8,22.39,7.8
"15246",2023-11-01 18:30:00,6.22,-0.3,5.91,58.8,22.04,7.8
"15247",2023-11-01 18:45:00,6.32,-0.32,5.56,58.9,21.13,7.9
"15248",2023-11-01 19:00:00,6.41,-0.35,6.04,58.9,21.64,7.9
"15249",2023-11-01 19:15:00,6.49,-0.38,5.72,59,19.26,8
"15250",2023-11-01 19:30:00,6.56,-0.41,23.03,59,19.57,8
"15251",2023-11-01 19:45:00,6.59,-0.43,5.68,58.9,18.16,8
"15252",2023-11-01 20:00:00,6.62,-0.44,5.9,58.9,18.94,8
"15253",2023-11-01 20:15:00,6.62,-0.43,5.63,58.8,18.45,8
"15254",2023-11-01 20:30:00,6.57,-0.41,5.59,58.7,18.53,8
"15255",2023-11-01 20:45:00,6.48,-0.36,5.22,58.6,18.5,8
"15256",2023-11-01 21:00:00,6.33,-0.28,5.52,58.6,18.81,8
"15257",2023-11-01 21:15:00,6.17,-0.21,5.56,58.6,17.63,8
"15258",2023-11-01 21:30:00,6.02,-0.14,5.42,58.6,18.04,8
"15259",2023-11-01 21:45:00,5.88,-0.1,5.52,58.6,16.43,8
"15260",2023-11-01 22:00:00,5.75,-0.02,5.49,58.6,16.21,7.9
"15261",2023-11-01 22:15:00,5.64,0.04,5.45,58.5,15.89,7.8
"15262",2023-11-01 22:30:00,5.52,0.08,5.51,58.5,16.4,8
"15263",2023-11-01 22:45:00,5.4,0.09,6.3,58.5,16.61,8
"15264",2023-11-01 23:00:00,5.27,0.1,6.07,58.4,17.42,8
"15265",2023-11-01 23:15:00,5.15,0.1,6,58.4,17.12,7.9
"15266",2023-11-01 23:30:00,5.01,0.13,5.11,58.4,16.07,7.9
"15267",2023-11-01 23:45:00,4.9,0.13,6.25,58.4,16.61,7.9
"15268",2023-11-02,4.76,0.14,5.85,58.4,19.29,7.9
"15269",2023-11-02 00:15:00,4.63,0.16,4.88,58.4,16.6,7.8
"15270",2023-11-02 00:30:00,4.5,0.15,4.66,58.4,15.78,7.7
"15271",2023-11-02 00:45:00,4.37,0.14,4.85,58.4,15.7,7.7
"15272",2023-11-02 01:00:00,4.24,0.14,4.16,58.3,18.18,7.7
"15273",2023-11-02 01:15:00,4.11,0.16,3.68,58.2,15.5,7.6
"15274",2023-11-02 01:30:00,3.98,0.14,4.28,58.3,17.95,7.6
"15275",2023-11-02 01:45:00,3.84,0.15,5.83,58.2,18.43,7.9
"15276",2023-11-02 02:00:00,3.7,0.14,15.28,58.2,18.81,8
"15277",2023-11-02 02:15:00,3.57,0.14,5.28,58.2,18.42,8
"15278",2023-11-02 02:30:00,3.42,0.14,5.58,58.2,19.19,8
"15279",2023-11-02 02:45:00,3.27,0.15,5.39,58.2,19.71,7.9
"15280",2023-11-02 03:00:00,3.11,0.13,4.93,58.2,18.29,7.9
"15281",2023-11-02 03:15:00,2.96,0.13,4.12,58.2,17.91,7.9
"15282",2023-11-02 03:30:00,2.81,0.12,4.72,58.1,18.09,7.6
"15283",2023-11-02 03:45:00,2.66,0.12,5.55,58.1,19.6,8
"15284",2023-11-02 04:00:00,2.51,0.15,5.58,58.1,18.71,8
"15285",2023-11-02 04:15:00,2.38,0.13,4.66,58.1,20.24,8
"15286",2023-11-02 04:30:00,2.27,0.13,5.25,58,17.94,7.8
"15287",2023-11-02 04:45:00,2.21,0.12,6.53,58,19.14,7.8
"15288",2023-11-02 05:00:00,2.28,0.1,5.82,58,19.61,7.8
"15289",2023-11-02 05:15:00,2.57,0.05,5.15,58,18.76,7.7
"15290",2023-11-02 05:30:00,2.88,0.07,5.44,57.9,19.02,7.7
"15291",2023-11-02 05:45:00,3.09,0.08,5.11,57.9,18.45,7.7
"15292",2023-11-02 06:00:00,3.24,0.08,5.92,57.9,19.45,8
"15293",2023-11-02 06:15:00,3.4,0.05,4.92,57.9,20.64,7.9
"15294",2023-11-02 06:30:00,3.55,0.05,5,57.9,21.23,7.9
"15295",2023-11-02 06:45:00,3.69,0.04,5.93,57.8,19.78,7.8
"15296",2023-11-02 07:00:00,3.83,0.04,6.02,57.8,21.26,7.9
"15297",2023-11-02 07:15:00,3.97,0.04,6.3,57.8,19.9,7.9
"15298",2023-11-02 07:30:00,4.09,0.04,5.66,57.8,19.53,7.9
"15299",2023-11-02 07:45:00,4.22,0.03,5.88,57.8,21.33,7.8
"15300",2023-11-02 08:00:00,4.36,0.04,5.94,57.8,21.53,7.8
"15301",2023-11-02 08:15:00,4.5,0.03,5.85,57.8,21.62,7.8
"15302",2023-11-02 08:30:00,4.64,0.02,5.77,57.8,19.66,7.6
"15303",2023-11-02 08:45:00,4.78,0,5.46,57.8,20.86,7.7
"15304",2023-11-02 09:00:00,4.93,-0.05,5.5,57.8,22.24,7.7
"15305",2023-11-02 09:15:00,5.06,-0.08,5.85,57.8,25.9,7.8
"15306",2023-11-02 09:30:00,5.2,-0.12,6.72,57.9,20.81,7.9
"15307",2023-11-02 09:45:00,5.32,-0.16,6.24,57.9,22.53,7.9
"15308",2023-11-02 10:00:00,5.43,-0.17,5.84,57.9,25.19,7.9
"15309",2023-11-02 10:15:00,5.53,-0.19,5.99,57.8,24.74,7.8
"15310",2023-11-02 10:30:00,5.62,-0.18,5.81,57.8,30.14,7.8
"15311",2023-11-02 10:45:00,5.68,-0.22,5.42,57.8,25,7.8
"15312",2023-11-02 11:00:00,5.72,-0.23,5.34,57.8,26.4,7.7
"15313",2023-11-02 11:15:00,5.73,-0.22,5.78,57.8,26.54,7.7
"15314",2023-11-02 11:30:00,5.69,-0.19,5.43,57.9,23.71,7.7
"15315",2023-11-02 11:45:00,5.59,-0.18,5.52,58.7,19.95,7.9
"15316",2023-11-02 12:00:00,5.45,-0.16,5.91,58.7,20.14,7.9
"15317",2023-11-02 12:15:00,5.3,-0.12,5.3,58.5,21.84,7.8
"15318",2023-11-02 12:30:00,5.17,-0.06,4.93,58.2,21.99,7.6
"15319",2023-11-02 12:45:00,5.05,-0.02,5.17,58.2,19.73,7.6
"15320",2023-11-02 13:00:00,4.93,0.03,4.84,58.3,20.93,7.6
"15321",2023-11-02 13:15:00,4.82,0.04,5,58.4,19.94,7.6
"15322",2023-11-02 13:30:00,4.72,0.07,4.88,58.5,23.58,7.6
"15323",2023-11-02 13:45:00,4.62,0.06,3.71,58.5,21.49,7.5
"15324",2023-11-02 14:00:00,4.52,0.08,5.07,58.5,19.95,7.5
"15325",2023-11-02 14:15:00,4.45,0.09,5.24,58.5,21.98,7.3
"15326",2023-11-02 14:30:00,4.37,0.08,4.45,58.5,20.85,7.2
"15327",2023-11-02 14:45:00,4.31,0.06,3.9,58.5,20.85,7
"15328",2023-11-02 15:00:00,4.27,0.05,5.33,58.6,22.08,7.4
"15329",2023-11-02 15:15:00,4.25,0.04,5.26,58.7,22.13,7.6
"15330",2023-11-02 15:30:00,4.3,0.04,4.95,58.7,22.61,7.5
"15331",2023-11-02 15:45:00,4.4,0.03,5.57,58.8,21.35,7.3
"15332",2023-11-02 16:00:00,4.57,0.02,4.64,58.8,20.97,7.4
"15333",2023-11-02 16:15:00,4.75,0.01,4.12,58.8,22.38,7.2
"15334",2023-11-02 16:30:00,4.9,0.01,5.85,58.8,23.17,7.5
"15335",2023-11-02 16:45:00,5.04,-0.04,5,58.6,24.62,7.4
"15336",2023-11-02 17:00:00,5.17,-0.09,5.85,58.6,22.43,7.6
"15337",2023-11-02 17:15:00,5.29,-0.14,5.84,58.7,23.22,7.6
"15338",2023-11-02 17:30:00,5.41,-0.21,6.13,58.5,25.39,7.5
"15339",2023-11-02 17:45:00,5.52,-0.17,5.96,58.5,26.14,7.5
"15340",2023-11-02 18:00:00,5.63,-0.15,7.04,59,21.21,7.8
"15341",2023-11-02 18:15:00,5.74,-0.18,6.19,59.2,19.52,7.9
"15342",2023-11-02 18:30:00,5.85,-0.23,5.78,59.2,19.68,7.9
"15343",2023-11-02 18:45:00,5.96,-0.26,5.75,59,21.74,7.8
"15344",2023-11-02 19:00:00,6.07,-0.28,5.58,58.9,22.16,7.7
"15345",2023-11-02 19:15:00,6.16,-0.31,5.83,58.9,21.33,7.8
"15346",2023-11-02 19:30:00,6.25,-0.32,5.64,58.9,22.36,7.8
"15347",2023-11-02 19:45:00,6.33,-0.34,5.46,58.9,20.55,7.9
"15348",2023-11-02 20:00:00,6.41,-0.37,5.69,58.9,20.45,8
"15349",2023-11-02 20:15:00,6.47,-0.4,5.24,58.9,20.61,8
"15350",2023-11-02 20:30:00,6.5,-0.42,5.72,58.8,19.76,8
"15351",2023-11-02 20:45:00,6.51,-0.42,5.5,58.8,20.14,8
"15352",2023-11-02 21:00:00,6.49,-0.39,5.55,58.7,19.96,8
"15353",2023-11-02 21:15:00,6.4,-0.37,5.23,58.6,19.68,8.1
"15354",2023-11-02 21:30:00,6.29,-0.31,5.31,58.6,19.41,8.1
"15355",2023-11-02 21:45:00,6.12,-0.24,5.91,58.6,18.15,8.1
"15356",2023-11-02 22:00:00,5.95,-0.19,5.64,58.6,18.04,8
"15357",2023-11-02 22:15:00,5.81,-0.13,5.34,58.6,16.86,8
"15358",2023-11-02 22:30:00,5.68,-0.07,4.64,58.6,16.87,8
"15359",2023-11-02 22:45:00,5.56,0,4.72,58.6,16.35,7.9
"15360",2023-11-02 23:00:00,5.46,0.05,6.31,58.5,16.64,8
"15361",2023-11-02 23:15:00,5.33,0.08,5.79,58.5,16.26,8
"15362",2023-11-02 23:30:00,5.21,0.09,5.54,58.5,16.97,8
"15363",2023-11-02 23:45:00,5.09,0.1,5.57,58.5,16.21,8
"15364",2023-11-03,4.96,0.1,5.03,58.5,16.55,8
"15365",2023-11-03 00:15:00,4.83,0.13,5.41,58.5,15.52,7.9
"15366",2023-11-03 00:30:00,4.72,0.13,4.4,58.5,16.94,7.9
"15367",2023-11-03 00:45:00,4.6,0.12,5.63,58.5,29.74,7.9
"15368",2023-11-03 01:00:00,4.46,0.12,4.05,58.5,17.96,7.7
"15369",2023-11-03 01:15:00,4.35,0.14,4.92,58.5,16.8,7.8
"15370",2023-11-03 01:30:00,4.22,0.12,4.71,58.5,15.98,7.8
"15371",2023-11-03 01:45:00,4.1,0.11,4.13,58.5,16.7,7.7
"15372",2023-11-03 02:00:00,3.97,0.12,5.07,58.4,17.63,7.8
"15373",2023-11-03 02:15:00,3.84,0.13,4.85,58.4,17.97,7.7
"15374",2023-11-03 02:30:00,3.71,0.11,4.26,58.4,17.27,7.7
"15375",2023-11-03 02:45:00,3.56,0.13,4.92,58.4,17.28,7.8
"15376",2023-11-03 03:00:00,3.42,0.11,4.97,58.4,18.58,7.9
"15377",2023-11-03 03:15:00,3.28,0.13,4.65,58.4,18.35,7.9
"15378",2023-11-03 03:30:00,3.11,0.13,4.14,58.4,17.63,7.8
"15379",2023-11-03 03:45:00,2.95,0.14,3.72,58.4,17.39,7.7
"15380",2023-11-03 04:00:00,2.8,0.13,3.88,58.4,17.32,7.6
"15381",2023-11-03 04:15:00,2.62,0.12,4.66,58.3,18.36,7.8
"15382",2023-11-03 04:30:00,2.47,0.12,5.25,58.3,18.18,7.9
"15383",2023-11-03 04:45:00,2.32,0.12,4.98,58.3,17.73,7.9
"15384",2023-11-03 05:00:00,2.19,0.12,4.91,58.3,18.14,7.7
"15385",2023-11-03 05:15:00,2.07,0.12,4.64,58.3,18.47,7.8
"15386",2023-11-03 05:30:00,2,0.11,4.81,58.2,18.37,7.6
"15387",2023-11-03 05:45:00,2.05,0.09,4.5,58.2,18.44,7.4
"15388",2023-11-03 06:00:00,2.33,0.07,4.68,58.1,18.91,7.5
"15389",2023-11-03 06:15:00,2.64,0.07,4.66,58.2,19.59,7.7
"15390",2023-11-03 06:30:00,2.87,0.06,5.17,58.2,22.39,7.6
"15391",2023-11-03 06:45:00,3.04,0.05,4.6,58.2,20.78,7.7
"15392",2023-11-03 07:00:00,3.2,0.04,5.35,58.2,19,7.6
"15393",2023-11-03 07:15:00,3.36,0.03,5.1,58.1,23.31,7.7
"15394",2023-11-03 07:30:00,3.52,0.04,5.26,58.1,21.95,7.8
"15395",2023-11-03 07:45:00,3.66,0.04,5.19,58.1,19.51,7.7
"15396",2023-11-03 08:00:00,3.79,0.03,5.09,58.1,19.81,7.9
"15397",2023-11-03 08:15:00,3.94,0.03,5.12,58.1,21.31,7.9
"15398",2023-11-03 08:30:00,4.06,0.02,5.66,58.2,20.35,7.9
"15399",2023-11-03 08:45:00,4.18,0.02,5.51,58.2,18.79,7.8
"15400",2023-11-03 09:00:00,4.31,0.02,4.51,58.2,20.8,7.6
"15401",2023-11-03 09:15:00,4.45,0.01,5.79,58.2,19.79,7.8
"15402",2023-11-03 09:30:00,4.59,0,6.47,58.2,20.63,7.8
"15403",2023-11-03 09:45:00,4.71,0,5.75,58.2,19.62,7.7
"15404",2023-11-03 10:00:00,4.83,-0.05,5.26,58.2,23.93,7.7
"15405",2023-11-03 10:15:00,4.95,-0.09,5.93,58.2,23.54,7.8
"15406",2023-11-03 10:30:00,5.07,-0.12,6.12,58.2,34.75,7.8
"15407",2023-11-03 10:45:00,5.19,-0.17,5.05,58.2,25.67,7.8
